eporch,iteration,loss_val,loss_avg,loss_loc_val,loss_loc_avg,cls_loss_val,cls_loss_avg,lr
0,10,16.38427734375,19.58787899017334,5.1576690673828125,6.122845840454102,11.226609230041504,13.465032958984375,6.834420627524076e-08
0,20,12.871196746826172,19.964796686172484,5.774155139923096,6.406617379188537,7.097041130065918,13.558179235458374,1.3047530288909601e-07
0,30,17.737455368041992,19.947549438476564,6.3519816398620605,6.338745371500651,11.38547420501709,13.608804035186768,1.9260639950295124e-07
0,40,17.428924560546875,20.375487041473388,5.467473983764648,6.454688060283661,11.961450576782227,13.920798921585083,2.5473749611680646e-07
0,50,19.279617309570312,20.374561386108397,5.525753021240234,6.49001389503479,13.753865242004395,13.884547519683839,3.168685927306617e-07
0,60,17.69056510925293,20.270502360661826,5.857089519500732,6.462069892883301,11.833476066589355,13.808432483673096,3.7899968934451697e-07
0,70,19.90256690979004,20.37813095365252,7.405725955963135,6.551389169692993,12.496840476989746,13.826741804395404,4.4113078595837217e-07
0,80,20.032732009887695,20.005204451084136,6.371716022491455,6.4611149549484255,13.661015510559082,13.544089490175248,5.032618825722274e-07
0,90,17.05864143371582,19.74337935977512,5.883364200592041,6.426965268452962,11.175277709960938,13.31641411781311,5.653929791860826e-07
0,100,17.32038688659668,19.51854151725769,6.21806526184082,6.408947587013245,11.10232162475586,13.109593949317933,6.275240757999379e-07
0,110,21.895410537719727,19.454250847209583,8.429537773132324,6.443119851025668,13.465872764587402,13.011131000518798,6.896551724137931e-07
0,120,17.14002227783203,19.224258820215862,5.832263946533203,6.44512098232905,11.307757377624512,12.779137818018595,7.517862690276484e-07
0,130,20.53194808959961,18.964905225313625,7.289538860321045,6.414182692307692,13.242408752441406,12.550722496326154,8.139173656415036e-07
0,140,14.415535926818848,18.94087744440351,6.095471382141113,6.465179402487618,8.320064544677734,12.475698011262077,8.760484622553589e-07
0,150,19.514198303222656,18.733096974690756,7.331141471862793,6.409178384145101,12.183056831359863,12.323918574651083,9.38179558869214e-07
0,160,12.80063247680664,18.614829206466673,4.48155403137207,6.429228293895721,8.31907844543457,12.185600885748864,1.0003106554830692e-06
0,170,13.118074417114258,18.453302512449376,5.9783935546875,6.41622101839851,7.1396803855896,12.037081466001624,1.0624417520969245e-06
0,180,14.988561630249023,18.270150073369344,5.836041450500488,6.39936023288303,9.152520179748535,11.87078979810079,1.1245728487107798e-06
0,190,15.662956237792969,18.130414561221475,6.119894504547119,6.380918399911177,9.543062210083008,11.749496123665258,1.1867039453246351e-06
0,200,12.094585418701172,17.98324462413788,5.525904655456543,6.3770799589157106,6.568680763244629,11.606164631843567,1.2488350419384902e-06
0,210,13.3370361328125,17.92677137284052,5.901699066162109,6.403884651547386,7.435337543487549,11.522886694045294,1.3109661385523455e-06
0,220,16.449880599975586,17.7500599601052,6.189639568328857,6.377208109335466,10.26024055480957,11.372851822592995,1.3730972351662008e-06
0,230,18.538158416748047,17.65371842591659,7.445224761962891,6.377675214021102,11.092933654785156,11.276043191163437,1.4352283317800561e-06
0,240,13.391162872314453,17.548940896987915,5.740312099456787,6.375782207647959,7.650851249694824,11.173158673445384,1.4973594283939112e-06
